video_info,entities_prediction
"<НАЗВАНИЕ:> Юмористический обзор Мальчики краше цветов (Boys Over Flowers) 2 серия (корейские дорамы) <ОПИСАНИЕ:>Смешной обзор корейского сериала (дорамы) Мальчики краше цветов Boys Over Flowers 2 серия (Цветочки после ягодок, или мой оригинальный перевод Мальчики после грибочков). Публикую обзоры корейских, российских и западных сериалов несколько раз в неделю. В планах обзор сериала Декстер. Подписывайтесь! Во второй серии химчистка с ноги пробила олигарху в лицо, чем порадовала корейский пролетариат. Но молодой мажор уже не скрывает свои наклонности...","['O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'B-серия', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'B-серия', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
<НАЗВАНИЕ:> Едем в Кронштадт: родной город проекта Россия Страна Ученых <ОПИСАНИЕ:>Для друзей нашего проекта (которые давно поддерживают создание наших открытых городских экскурсий) я провожу индивидуальный маршрут по Кронштадту. Подробнее: <LINK> #ТопБЛОГ #РоссияСтранаУченых #РоссияСтранаВозможностей #ОстровСтартапов #КронштадтскийЕдинорог #ЯизКронштадта,"['O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> В будущее возьмут не всё! Вещи, которые мы потеряем. Документальный спецпроект. (02.10.2020). <ОПИСАНИЕ:>✔ Подписаться на канал: <LINK> Будущее без еды, воды и работы? Кто виноват и как жить без этого? 10 дней назад первую операцию на печени в Уфе успешно провел робот хирург, а китайская компания открыла несколько магазинов с железными кассирами и продавцами. В метро запущены новые составы без машинистов… Безработица растет. Технологический прогресс не остановить. Какие профессии исчезнут навсегда, а какие появятся? ▶ Официальный сайт РЕН ТВ: <LINK>/ ▶ Группа ВКонтакте: <LINK> ▶ Яндекс Дезен: <LINK> ▶ Instagram: <LINK>/ ▶ Twitter: <LINK> ▶ Facebook: <LINK>/ ▶ Одноклассники: <LINK> #РенТВ","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-название проекта', 'I-название проекта', 'O', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Самые позорные и смешные моменты, которые попали в ПРЯМОЙ ЭФИР на ТВ <ОПИСАНИЕ:>Привет, друзья! Сегодня хочу вас порадовать хорошей порцией позитивных моментов, которые попали в прямой эфир на ТВ. Заряжайтесь позитивом на весь день и улыбайтесь чаще, друзья! Пишите в комментариях, какие эпизоды вам понравились больше всего и не пожалейте лайка!","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Интервью. Криптовалюта и её правовой путь. Биткоину 15 лет. Как защитить криптовалюту <ОПИСАНИЕ:>Александр Царапкин в своей студии «Академии Конфликтов» обсудил важные вопросы криптоиндустрии с ведущим специалистом по цифровому праву Антоном Кутушевым. 15 лет назад появилась первая криптовалюта. Что с ней происходило? Какие законы были приняты? Как защитить свою криптовалюту и могут ли её отсудить? Сейчас биткоины, эфиры, лайткоины или рипплы стали неотъемлемой частью нашей жизни. Многие уже связали свой бизнес с вложениями или майнингом, а кто то только хочет начать. Для того чтобы не прогореть, нужно повышать свою финансовую грамотность и знать инструменты защиты. Подписывайтесь на нас в социальных сетях, обращайтесь за помощью при необходимости и пишите комментарии. Будем рады вам помочь и ответить на ваши комментарии к видео. сайт: conflict academy.ru Rutube: rutube.ru/channel/32399131/ VK: vk.com/akademiakonfliktov Youtube: youtube.com/<AT>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Анонс. Загадки Евангелия. Почему Христос изгнал торговцев из храма? <ОПИСАНИЕ:>В Евангелии мы дважды читаем об изгнании торговцев из храма. Возникает вопрос, почему Христос выгнал этих людей? Ведь, казалось бы, они пребывали там по всем правилам иудейского закона, по благословению священноначалия. Практика обмена валюты и продажи животных появилась для удобства исполнения закона, который дал Бог. В чём же были неправы иудеи?","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> В хабаровском аэропорту снова изменилась схема движения транспорта <ОПИСАНИЕ:>На территории Хабаровского аэропорта изменилась схема движения общественного транспорта. О том, где сегодня останавливаются автобусы и троллейбус и какие сложности создают для водителей автомобилисты — в нашем сюжете","['O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
<НАЗВАНИЕ:> Вне формата с Катасоновым. России надо дружить с Индией = 3=й экономикой мира <ОПИСАНИЕ:>Молитва о России Посмотреть молитву сейчас <LINK> Скачать молитву <LINK> Переправа ТВ Сайт <LINK> Электронная почта <AT> Телеграмм канал <LINK> Вконтакте <LINK> Rutube <LINK>/ YouTube канал <LINK> Яндекс Дзен <LINK> Архив Переправы ТВ Perepravatvarch.ru,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'B-локация', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Вам ГРУСТНО? Совет: Что смотреть для поднятия НАСТРОЕНИЯ! <ОПИСАНИЕ:>Духоподъемного «Короля льва» вам посоветуют в любых интернет подборках. Фильм «Иван Васильевич меняет профессию» и без моего совета смотрели все. А видели ли вы «Быть Джоном Малковичем»? Это такой абсурд, после которого начинаешь по другому смотреть вообще на все!","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Гиагинская/Лебеди на реке/Небольшие покупки/Можно на охоту/из архива 2021/ <ОПИСАНИЕ:>Сегодня прокатимся немного по нашей станице, покажем небольшие покупки. Наконец то сбылась Колина мечта. #станица #гиагинская #лебедь #река #обзорпокупок #охота #охотничийбилет #адыгея #жизньнаюге #хутор #хуторок #кубань #жизньнакубани #деревенскаяжизнь #продеревенскуюжизнь #жизньвдеревне #жизньнахуторе #деревенскаяжизньнахуторе #простаяжизнь #буднивдеревне #видеодеревенскойжизни #мынахутореживем <LINK> 5y7KCkk","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> 🏖️ КУДА ПОЕХАТЬ Удивительные и красивые места мира [ТОП 10] <ОПИСАНИЕ:>Вы уже определились, куда лучше поехать отдыхать? В отпуске так хочется увидеть самые красивые места мира, чудеса природы, посетить интересные места в мире! Свежая подборка редакторов National Geographic – красивые места планеты, где обязательно нужно побывать. Десять идей для вас, куда поехать зимой или куда поехать летом. ★ ПОДПИШИСЬ НА КАНАЛ ► <LINK> ★ НАШ САЙТ ► <LINK> ★★★★★★★★★★★★★★★★★★★★ ╲╭━━━━╮╲╭━━━━━━━━━━━━╮ ╲┃╭╮╭╮┃╲ Подпишись! Бро! Сделай +1 ┗┫┏━━┓┣┛╰┳━━━━━━━━━━━╯ ╲┃╰━━╯┃━━╯ ╲╰┳━━┳╯╲╲ ╲╲┛╲╲┗╲╲╲ ★★★★★★★★★★★★★★★★★★★★ #СамыйСамыйТОП #самоесамоевмире","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Кофе в съедобной чашке. Доброе утро. Фрагмент выпуска от 01.11.2021 <ОПИСАНИЕ:>Напиток и десерт в одной чашке – вкусно, необычно, и посуду потом мыть не надо! Двукратный чемпион России по латте арт Полина Нотик делится рецептом особенного кофе – в съедобной сладкой чашке.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> ПКФ #24. Вячеслав Вознесенский. Об опыте обучения ДОТУ детей и подростков... Обсуждение доклада <ОПИСАНИЕ:>Обсуждение доклада на двадцать четвёртом прикладном концептуальном форуме ""Об опыте обучения ДОТУ детей и подростков (очно и дистанционно)"" <LINK>/ Пространство Ноосфера <LINK> Тандем Поколений <LINK> Культурно развивающий проект ""Ноосфера"" <LINK> Канал на ютуб <LINK> Поддержать проект: <LINK> <LINK> <LINK> <LINK> или оформите спонсорство на нашем канале. Этим вы поможете дальнейшему развитию проекта! Подробнее: <LINK> Канал с материалами форума <LINK> Канал с материалами ВП СССР <LINK> Чат для высказывания новых идей, поиска соратников и обсуждений околоконцептуальных вопросов <LINK>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'I-название проекта', 'O', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Stand Up: Дмитрий Романов = О женатых мужиках, сексе с мулатками,отдыхе в Венеции и иконах в спальне <ОПИСАНИЕ:>Дмитрий заметил, что некоторые женатые мужчины предупреждают своих друзей, чтобы те никогда не женились. Причём они это делают шёпотом, чтобы жена, не дай Бог, их не спалила. Жена Дмитрий уверена, что у её мужа не будет секса с двумя мулатками, но сам комик считает иначе. Также семья Романовых путешествовала по Венеции, где отдых стоит весьма кругленькую сумму. А ещё жена Дмитрия не может забеременеть, поэтому друзья семьи подарили им иконки в спальню. Действительно, это же так помогает расслабиться.","['O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Как законно сдавать в аренду жилые и нежилые помещения? <ОПИСАНИЕ:>Для многих севастопольцев курортный сезон связан с получением дополнительного источника дохода от сдачи в аренду недвижимости. Как облагаются суммы полученных доходов и какую сумму налогов необходимо уплатить? Обо всех аспектах налогообложения полученных доходов в программе «Актуальное интервью» рассказывает начальник отдела камерального контроля Управления Федеральной налоговой службы по Севастополю Наталья Балуева. Подписывайтесь на наш Телеграм канал: <LINK> Смотрите новости Севастополя и Крыма на сайте НТС: <LINK> tv.com В нашей группе ""ВКонтакте"": <LINK> На странице в ""Одноклассниках"": <LINK>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'B-организация', 'I-организация', 'I-организация', 'I-организация', 'I-организация', 'I-организация', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> XII Чемпионат по компьютерному многоборью региональный этап <ОПИСАНИЕ:>16 и 17 июня состоялся региональный этап Всероссийского Чемпионата по компьютерному многоборью среди пенсионеров. Город Ленинск Кузнецкий представляла победитель муниципального этапа Баян Валентина Ивановна. На региональном этапе она заняла почетное 3 е место. В ходе состязания участница выполняла несколько заданий. Первый этап проходил в 2 номинациях: работа в поисковой системе ЯНДЕКС и финансовая грамотность. В гугл формах были вопросы с несколькими вариантами ответов. Необходимо было выбрать правильный. Третий этап работа на смартфоне. С помощью приложения ZOOM, подключились к конференции. Надо было показать сой Рабочий стол комиссии, сделать скриншот, установить будильник и отправить сообщение на электронную почту. Со всеми заданиями Валентина Ивановна справилась на «отлично».","['O', 'O', 'O', 'O', 'O', 'I-лига', 'I-лига', 'I-лига', 'I-лига', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'B-Дата', 'I-Дата', 'O', 'O', 'O', 'B-лига', 'I-лига', 'I-лига', 'I-лига', 'I-лига', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Чуфальня = секретная китайская столовая.Необычный Санкт=Петербург. <ОПИСАНИЕ:>Санкт Петербург необычный и таинственный город. Музеи, доходные дома, крыши ... Но и места общественного питания есть очень необычные. Об одном из них хочу вам рассказать. Это китайская столовая Чуфальня (или Чуфанька). 00:00 Как ее найти 04:30 Чем там кормят 13:35 Что еще там продают (китайские товары) Видео на ютуб: <LINK> Благодарю за оставленные комментарии и отзывы. Также пишите на почту: <AT> Также благодарю за ""ЛАЙК"" если видео вам понравилось. И приглашаю ""ПОДПИСАТЬСЯ"" на канал. Будут новые видео. С уважением, Евгений.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Семинар: Юго=Восточная Азия и Южный Китай. Ч. 2. Мегаполисы или сити=туры. <ОПИСАНИЕ:>Семинар по странам Юго Восточной Азии и регионам Южного Китая, куда предлагает туры ""Бюро путешествий ""Гран Тур"" . Часть вторая Мегаполисы или сити туры. Рекомендован менеджерам туристических агентств, а также интересующимся туристам. Академия туризма Ольги Тимохиной <LINK> nsk.ru <LINK> <LINK>","['O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'I-локация', 'I-локация', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'I-локация', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'B-организация', 'I-организация', 'I-организация', 'I-организация', 'I-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-организация', 'I-организация', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
<НАЗВАНИЕ:> Ремонт двигателя 2AZ=FE на Toyota Harrier Тойота Харриер 2003 года 4часть <ОПИСАНИЕ:>мой канал на Яндекс Дзен <LINK> Запчасти для своих нужд заказываю в Краснодаре в магазине TWIN CAM по т. 89182914032 набор прокладок двигателя VICTOR REINZ 015351501 фильтр масленый VIC C 113 для желающих выразить свою благодарность материально: <LINK> мой канал <LINK> первая часть <LINK> вторая часть <LINK> третья часть <LINK> psnGzwqo четвертая часть <LINK> пятая часть <LINK> шестая часть <LINK> мой канал на boosty.to <LINK> мой второй канал <LINK> мой канал на Rutube <LINK>/,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-бренд', 'B-модель', 'B-бренд', 'B-модель', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'I-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-бренд', 'B-модель', 'I-модель', 'O', 'O', 'O', 'I-модель', 'I-модель', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
